NOMAD1,RAJ2000,DEJ2000,YM,r,pmRA,e_pmRA,pmDE,e_pmDE,Bmag,r_Bmag,Vmag,r_Vmag,Rmag,r_Rmag,Jmag,Hmag,Kmag,R
1252-0388313,299.6606778,35.2966361,YM,B,0.0,0.0,0.0,0.0,18.410,B,17.790,Y,16.680,B,15.128,14.673,14.523,
1252-0388318,299.6616094,35.2939989,YM,C,-5.3,5.4,-12.9,6.8,16.150,Y,15.790,Y,15.880,B,13.906,13.462,13.316,
1252-0388320,299.6618361,35.2864222,YM,B,0.0,0.0,0.0,0.0,18.930,B,17.390,Y,16.380,B,13.769,12.917,12.621,
1252-0388334,299.6639861,35.2925778,YM,B,10.0,3.0,-4.0,14.0,15.890,Y,15.790,Y,14.240,B,13.314,12.894,12.711,
1252-0388337,299.6642756,35.2900739,YM,C,-11.0,5.4,4.5,5.4,15.720,B,14.660,Y,13.970,B,12.251,11.726,11.511,
1252-0388348,299.6652056,35.2838972,YM,B,0.0,0.0,0.0,0.0,18.600,B,17.400,Y,16.910,B,15.284,14.632,14.542,
1252-0388356,299.6659111,35.2912611,YM,Y,91.0,9.0,31.9,9.0,15.240,Y,17.670,Y,,,15.736,15.102,13.913,
1252-0388365,299.6679178,35.2938592,YM,C,3.9,6.0,3.1,5.4,16.240,Y,15.790,Y,15.330,B,14.219,13.774,13.617,
1252-0388381,299.6704175,35.2823989,YM,C,-1.5,5.4,-0.6,5.4,14.320,Y,14.140,Y,14.320,B,12.482,12.224,12.097,
1252-0388382,299.6705583,35.2888194,YM,B,0.0,0.0,0.0,0.0,19.160,B,17.370,Y,17.330,B,15.794,15.192,15.150,
1252-0388383,299.6706797,35.2937544,YM,C,-0.4,5.5,-9.0,5.4,16.770,Y,15.800,Y,15.520,B,12.220,11.409,11.139,
1252-0388463,299.6823667,35.2954250,YM,B,6.0,0.0,-2.0,11.0,18.120,Y,17.730,Y,16.850,B,15.396,14.842,14.749,
1253-0393794,299.6507092,35.3028522,YM,C,-6.8,5.4,-7.3,5.4,15.280,Y,14.890,Y,14.970,B,12.928,12.445,12.344,
1253-0393801,299.6518083,35.3005361,YM,B,0.0,0.0,0.0,0.0,18.210,Y,17.570,Y,16.040,B,13.778,12.919,12.609,
1253-0393837,299.6599639,35.3091167,YM,B,0.0,0.0,0.0,0.0,17.300,Y,16.970,Y,16.380,B,14.471,13.948,13.798,
1253-0393844,299.6608806,35.3025972,YM,B,0.0,0.0,0.0,0.0,17.740,Y,17.040,Y,16.330,B,14.848,14.212,14.105,
1253-0393858,299.6618553,35.3001653,YM,C,8.9,6.0,-15.7,6.2,15.940,Y,15.860,Y,15.420,B,13.886,13.392,13.165,
1253-0393876,299.6662111,35.3085917,YM,B,-2.0,1.0,8.0,2.0,19.060,B,17.770,Y,17.040,B,15.567,14.874,14.730,
1253-0393884,299.6671111,35.3013389,YM,B,8.0,1.0,-6.0,2.0,16.830,Y,16.470,Y,16.260,B,14.782,14.102,13.983,
1253-0393893,299.6689111,35.3046417,YM,B,0.0,0.0,0.0,0.0,19.290,B,17.600,Y,16.950,B,14.615,13.791,13.499,
1253-0393872,299.6653194,35.3195000,YM,B,0.0,0.0,0.0,0.0,19.080,B,17.450,Y,16.500,B,14.102,13.227,12.917,
1253-0393879,299.6666278,35.3173000,YM,B,0.0,0.0,0.0,0.0,16.690,Y,16.400,Y,15.740,B,13.701,13.188,12.994,
1253-0393908,299.6719575,35.3191292,YM,C,-3.1,5.4,-2.6,5.4,15.670,Y,14.850,Y,14.610,B,12.567,12.028,11.841,
1253-0393927,299.6748397,35.3256067,YM,C,-3.4,6.1,-11.1,6.1,16.920,Y,16.030,Y,14.960,B,11.948,11.064,10.793,
1253-0393948,299.6778461,35.3076897,YM,C,10.6,5.4,8.3,5.4,14.150,Y,13.960,Y,14.170,B,12.506,12.171,12.090,
1253-0393957,299.6791139,35.3040944,YM,B,2.0,3.0,-6.0,1.0,18.460,B,16.810,Y,16.180,B,12.901,12.021,11.711,
1253-0393972,299.6814556,35.3016778,YM,Y,-13.4,9.0,5.3,9.0,,,17.370,Y,,,15.282,14.855,14.622,
1253-0393974,299.6815750,35.3215414,YM,C,5.8,6.2,-17.2,5.4,15.950,Y,15.710,Y,15.790,B,14.252,13.846,13.715,
1253-0393979,299.6823583,35.3006919,YM,C,12.8,5.4,-0.7,5.4,15.410,Y,15.030,Y,14.690,B,13.361,13.045,12.931,
1253-0393985,299.6835111,35.3165889,YM,B,0.0,0.0,0.0,0.0,16.590,Y,16.230,Y,16.130,B,14.131,13.702,13.606,
1253-0393989,299.6841944,35.3028167,YM,B,0.0,0.0,0.0,0.0,18.970,B,17.870,Y,16.970,B,15.182,14.573,14.596,
1253-0394000,299.6864972,35.3109917,YM,Y,-12.9,9.0,499.9,9.0,,,16.610,Y,,,8.461,7.181,6.613,
1253-0394003,299.6868389,35.3021556,YM,B,0.0,0.0,0.0,0.0,19.740,B,17.400,Y,,,16.277,15.596,15.201,
1253-0394005,299.6873500,35.3150583,YM,B,0.0,0.0,0.0,0.0,14.470,Y,13.780,Y,14.630,B,13.079,12.865,12.580,
1253-0394013,299.6883639,35.3305556,YM,B,-30.0,6.0,26.0,9.0,16.260,Y,16.380,Y,14.470,B,13.698,12.833,12.615,
1253-0394014,299.6885444,35.3224194,YM,B,10.0,1.0,-8.0,2.0,,,17.760,Y,16.460,B,10.625,8.788,7.567,
1253-0394020,299.6891528,35.3137806,YM,B,0.0,0.0,0.0,0.0,16.710,Y,16.700,Y,16.270,B,14.914,14.332,14.214,
1253-0394028,299.6904869,35.3023633,YM,C,-3.1,6.5,-2.2,5.4,18.130,B,16.320,Y,15.520,B,11.455,10.371,9.981,
1253-0394057,299.6942806,35.3275694,YM,B,0.0,0.0,0.0,0.0,18.750,B,17.400,Y,16.920,B,15.596,15.154,15.022,
1253-0394063,299.6948722,35.3204667,YM,B,0.0,0.0,0.0,0.0,17.960,Y,16.370,Y,15.730,B,13.000,12.150,11.858,
1253-0393686,299.6299833,35.3246000,YM,B,6.0,1.0,0.0,2.0,19.100,B,17.690,Y,16.270,B,13.557,12.711,12.375,
1253-0393697,299.6318286,35.3268189,YM,C,3.3,5.4,-6.3,5.4,15.630,Y,15.300,Y,15.350,B,13.382,12.983,12.838,
1253-0393738,299.6396111,35.3056944,YM,B,0.0,0.0,0.0,0.0,17.610,Y,16.790,Y,16.020,B,14.618,14.086,13.849,
1253-0393746,299.6408361,35.3008917,YM,B,0.0,0.0,0.0,0.0,19.450,B,17.890,Y,17.360,B,15.657,15.362,14.914,
1253-0393749,299.6412111,35.3370333,YM,B,0.0,0.0,0.0,0.0,19.440,B,17.610,Y,16.620,B,13.810,12.923,12.615,
1253-0393762,299.6442750,35.3076389,YM,B,0.0,0.0,0.0,0.0,19.370,B,17.790,Y,16.980,B,14.169,13.317,12.965,
1253-0393769,299.6461333,35.3127083,YM,B,-24.0,3.0,-20.0,1.0,18.010,Y,17.110,Y,16.380,B,13.893,13.300,13.070,
1253-0393771,299.6471333,35.3092944,YM,B,0.0,0.0,0.0,0.0,19.160,B,17.770,Y,17.060,B,15.301,14.752,14.446,
1253-0393783,299.6491467,35.3274333,YM,C,-8.4,5.4,-19.2,5.4,14.330,Y,13.980,Y,14.020,B,12.187,11.700,11.615,
1253-0393800,299.6517250,35.3155186,YM,C,0.6,5.4,-9.1,6.0,16.370,Y,15.740,Y,15.670,B,13.508,13.068,12.875,
1253-0393806,299.6530778,35.3117500,YM,B,0.0,0.0,0.0,0.0,18.350,Y,17.770,Y,16.000,B,14.041,12.993,12.695,
1253-0393809,299.6534056,35.3269583,YM,B,0.0,0.0,0.0,0.0,18.520,B,16.860,Y,15.380,B,11.288,10.157,9.728,
1253-0393814,299.6543086,35.3219208,YM,C,1.4,5.4,-1.1,5.4,15.980,Y,14.430,Y,13.630,B,9.235,8.134,7.714,
1253-0393833,299.6587917,35.3146056,YM,B,0.0,0.0,0.0,0.0,19.260,B,17.340,Y,16.680,B,13.625,12.625,12.320,
1253-0393774,299.6476806,35.3354778,YM,B,0.0,0.0,0.0,0.0,19.050,B,17.810,Y,16.860,B,15.912,15.250,15.231,
1253-0393775,299.6478972,35.3455056,YM,B,0.0,0.0,0.0,0.0,17.050,Y,16.110,Y,15.740,B,13.304,12.756,12.487,
1253-0393793,299.6505833,35.3424611,YM,B,0.0,0.0,0.0,0.0,17.160,Y,16.570,Y,15.930,B,14.461,14.041,13.807,
1253-0393807,299.6530917,35.3344056,YM,B,4.0,2.0,-10.0,1.0,18.110,B,16.690,Y,16.280,B,14.166,13.538,13.317,
1253-0393811,299.6537247,35.3485561,YM,C,3.5,5.4,-7.3,5.8,16.710,Y,15.420,Y,15.110,B,12.135,11.359,11.114,
1253-0393817,299.6550278,35.3282056,YM,B,0.0,0.0,0.0,0.0,19.320,B,17.350,Y,16.650,B,13.864,13.003,12.688,
1253-0393825,299.6562889,35.3298278,YM,B,8.0,2.0,-4.0,4.0,17.830,Y,16.420,Y,15.660,B,12.506,11.656,11.346,
1253-0393842,299.6605083,35.3361028,YM,B,0.0,0.0,0.0,0.0,17.610,Y,17.140,Y,16.300,B,14.971,14.340,14.105,
1253-0393848,299.6612561,35.3280011,YM,C,3.1,6.7,-7.9,5.5,17.500,Y,16.310,Y,15.580,B,12.482,11.642,11.357,
1253-0393886,299.6674300,35.3318489,YM,C,3.9,5.5,-5.1,5.7,16.990,Y,16.190,Y,15.380,B,12.751,12.006,11.758,
1253-0393902,299.6704667,35.3382389,YM,B,0.0,0.0,0.0,0.0,16.790,Y,16.730,Y,16.120,B,14.784,14.414,14.266,
1253-0393933,299.6756472,35.3334250,YM,B,0.0,0.0,0.0,0.0,17.280,Y,16.610,Y,16.070,B,14.791,14.246,13.964,
1252-0387813,299.5669889,35.2911417,YM,B,0.0,0.0,0.0,0.0,17.810,Y,16.590,Y,15.660,B,12.944,12.141,11.826,
1252-0387825,299.5694556,35.2834250,YM,B,2.0,7.0,10.0,2.0,19.630,B,16.010,Y,17.770,B,16.016,15.146,14.891,
1252-0387834,299.5713361,35.2946500,YM,B,0.0,0.0,0.0,0.0,,,17.800,Y,16.670,B,13.231,12.173,11.787,
1252-0387836,299.5718306,35.2978917,YM,B,0.0,0.0,0.0,0.0,18.310,Y,16.910,Y,16.290,B,13.557,12.747,12.477,
1252-0387872,299.5793833,35.2946000,YM,Y,8.3,9.0,-56.8,9.0,,,17.420,Y,,,16.003,14.188,14.224,
1252-0387876,299.5802750,35.2961667,YM,B,0.0,0.0,0.0,0.0,15.580,B,15.530,Y,13.940,B,13.859,12.585,12.445,
1252-0387880,299.5812139,35.2967194,YM,Y,17.5,9.0,0.9,9.0,15.450,Y,16.120,Y,,,12.557,11.698,11.416,
1252-0387896,299.5842417,35.2957694,YM,B,-8.0,4.0,10.0,3.0,,,16.770,Y,17.390,B,16.350,15.531,14.913,
1252-0387907,299.5863250,35.2866278,YM,Y,-25.8,9.0,-74.6,9.0,,,16.760,Y,,,15.561,14.599,14.393,
1252-0387916,299.5875611,35.2937639,YM,Y,114.4,9.0,-37.3,9.0,,,16.420,Y,,,15.265,14.326,14.064,
1252-0387918,299.5884594,35.2908136,YM,C,3.1,0.7,9.9,0.7,11.042,T,10.642,T,10.370,B,9.895,9.790,9.737,
1252-0387947,299.5934750,35.2984861,YM,B,0.0,0.0,0.0,0.0,18.480,B,17.970,Y,17.190,B,15.449,15.080,14.656,
1252-0387954,299.5943750,35.2953389,YM,B,0.0,0.0,0.0,0.0,17.860,B,17.750,Y,16.610,B,14.835,14.413,14.188,
1253-0393279,299.5624528,35.3014028,YM,B,0.0,0.0,0.0,0.0,17.900,B,17.090,Y,16.300,B,14.833,14.378,14.259,
1253-0393282,299.5628556,35.3024028,YM,B,0.0,0.0,0.0,0.0,17.640,Y,17.920,Y,17.180,B,15.875,15.696,14.932,
1253-0393305,299.5663889,35.3017528,YM,B,0.0,0.0,0.0,0.0,19.500,B,17.860,Y,17.340,e,15.893,15.212,15.153,
1253-0393323,299.5695611,35.3101167,YM,B,0.0,0.0,0.0,0.0,18.020,Y,16.780,Y,15.930,B,12.685,11.723,11.400,
1253-0393342,299.5730194,35.3014361,YM,B,0.0,0.0,0.0,0.0,16.920,Y,15.950,Y,14.240,B,11.772,10.766,10.448,
1253-0393353,299.5742028,35.3125389,YM,B,0.0,0.0,0.0,0.0,17.360,Y,16.820,Y,16.520,B,14.657,14.289,14.006,
1253-0393372,299.5766972,35.3043167,YM,B,0.0,0.0,0.0,0.0,19.250,B,17.770,Y,16.600,B,14.425,13.548,13.292,
1253-0393377,299.5770667,35.3077694,YM,B,0.0,0.0,0.0,0.0,18.710,B,17.690,Y,16.390,B,14.817,13.912,13.637,
1253-0393381,299.5772750,35.3116250,YM,Y,-41.4,9.0,74.1,9.0,16.920,Y,16.880,Y,,,14.869,14.208,14.067,
1253-0393448,299.5908194,35.3002028,YM,B,0.0,0.0,0.0,0.0,18.970,B,17.810,Y,16.980,B,14.848,14.131,13.853,
1253-0393433,299.5880611,35.3273750,YM,B,0.0,0.0,0.0,0.0,17.820,Y,17.220,Y,18.220,e,15.776,14.840,14.590,
1253-0393447,299.5908028,35.3064750,YM,B,0.0,0.0,0.0,0.0,18.090,B,17.020,Y,16.130,B,14.295,13.525,13.217,
1253-0393460,299.5917722,35.3080444,YM,B,0.0,0.0,0.0,0.0,16.050,Y,15.810,Y,15.320,B,14.138,13.715,13.608,
1253-0393462,299.5923528,35.3296083,YM,B,0.0,0.0,0.0,0.0,19.030,B,17.550,Y,16.820,B,15.127,14.125,13.884,
1253-0393467,299.5929417,35.3093806,YM,B,-14.0,2.0,-16.0,4.0,18.210,B,17.400,Y,17.010,B,15.151,14.737,14.461,
1253-0393468,299.5929806,35.3216278,YM,B,4.0,1.0,8.0,5.0,17.110,Y,16.340,Y,15.750,B,14.503,14.058,13.913,
1253-0393479,299.5944972,35.3135417,YM,B,0.0,0.0,0.0,0.0,18.350,Y,17.000,Y,16.400,B,13.505,12.653,12.403,
1253-0393482,299.5948967,35.3347625,YM,C,-0.6,5.4,-17.0,5.4,16.510,Y,15.750,Y,15.750,B,13.711,13.316,13.149,
1253-0393498,299.5984436,35.3321350,YM,C,-0.7,6.6,-7.2,6.1,16.460,Y,15.710,Y,15.610,B,13.842,13.348,13.245,
1253-0393513,299.6004142,35.3117856,YM,C,22.0,5.4,32.9,5.6,14.340,Y,13.750,Y,14.050,B,12.899,12.538,12.902,
1253-0393514,299.6007078,35.3084078,YM,C,-0.7,5.4,1.1,5.6,15.110,Y,15.240,Y,15.250,B,13.663,13.333,13.235,
1253-0393517,299.6014361,35.3134833,YM,B,0.0,0.0,0.0,0.0,17.730,B,17.190,Y,16.360,B,15.212,14.583,14.490,
1253-0393522,299.6019139,35.3300167,YM,B,6.0,17.0,-18.0,1.0,17.610,Y,17.190,Y,16.000,B,14.045,13.410,13.182,
1253-0393526,299.6035000,35.3301389,YM,B,0.0,0.0,0.0,0.0,16.640,Y,16.320,Y,15.650,B,14.521,14.137,13.912,
1253-0393543,299.6067122,35.3137989,YM,C,-16.7,6.2,-3.1,5.4,15.580,B,14.470,Y,14.470,B,13.205,12.873,12.773,
1253-0393544,299.6068861,35.3248000,YM,B,0.0,0.0,0.0,0.0,19.560,B,17.970,Y,17.490,B,15.460,14.710,14.708,
1253-0393548,299.6072222,35.3126167,YM,Y,12.9,9.0,-55.5,9.0,14.890,Y,16.700,Y,,,15.098,14.529,14.461,
1253-0393582,299.6130444,35.3238806,YM,B,0.0,0.0,0.0,0.0,17.310,Y,16.860,Y,16.500,B,14.900,14.330,14.163,
1253-0393143,299.5350828,35.3197917,YM,C,-5.3,0.7,-0.2,0.8,13.240,B,12.710,Y,11.420,B,11.581,11.416,11.355,
1253-0393150,299.5378472,35.3235972,YM,B,0.0,0.0,0.0,0.0,17.280,B,17.120,Y,,,14.089,11.721,11.696,
1253-0393162,299.5394389,35.3214528,YM,B,0.0,0.0,0.0,0.0,13.900,B,12.540,Y,10.690,B,6.918,5.828,5.469,
1253-0393176,299.5408472,35.3140000,YM,B,0.0,0.0,0.0,0.0,18.470,o,15.030,Y,16.580,e,14.282,14.846,14.788,
1253-0393180,299.5418833,35.3146639,YM,B,0.0,0.0,0.0,0.0,16.390,Y,16.140,Y,14.550,B,14.244,14.406,14.317,
1253-0393189,299.5440889,35.3246028,YM,B,0.0,0.0,0.0,0.0,17.910,Y,17.200,Y,15.860,B,14.968,14.638,14.401,
1253-0393191,299.5447361,35.3093028,YM,B,142.0,8.0,-382.0,48.0,16.720,o,16.090,Y,17.770,B,14.205,13.685,13.539,
1253-0393199,299.5459722,35.3319611,YM,B,-8.0,2.0,-8.0,2.0,19.400,B,17.590,Y,17.880,B,16.018,15.510,15.343,
1253-0393204,299.5473417,35.3120500,YM,B,0.0,0.0,0.0,0.0,19.040,B,17.970,Y,17.170,B,15.945,15.525,15.128,
1253-0393210,299.5482611,35.3035611,YM,B,0.0,0.0,0.0,0.0,18.780,B,17.540,Y,16.600,B,13.737,12.898,12.608,
1253-0393212,299.5487944,35.3354778,YM,B,0.0,0.0,0.0,0.0,17.950,Y,16.990,Y,16.170,B,13.701,12.871,12.602,
1253-0393217,299.5500611,35.3137444,YM,B,-6.0,1.0,2.0,6.0,18.110,Y,17.900,Y,17.150,B,15.339,14.871,14.605,
1253-0393235,299.5535383,35.3006011,YM,C,6.0,6.0,3.8,6.0,16.800,Y,15.790,Y,14.960,B,12.230,11.415,11.138,
1253-0393236,299.5535583,35.3153194,YM,B,0.0,0.0,0.0,0.0,16.200,Y,16.100,Y,15.990,B,14.137,13.859,13.667,
1253-0393237,299.5536278,35.3021139,YM,B,-8.0,7.0,-12.0,3.0,17.370,Y,16.850,Y,16.000,B,15.227,14.602,14.519,
1253-0393242,299.5559639,35.3216056,YM,B,0.0,0.0,0.0,0.0,17.030,Y,16.480,Y,16.330,B,14.903,14.353,14.183,
1253-0393245,299.5566306,35.3036194,YM,B,0.0,0.0,0.0,0.0,19.010,B,17.710,Y,16.950,B,15.393,14.676,14.409,
1253-0393261,299.5592806,35.3261250,YM,B,0.0,0.0,0.0,0.0,19.050,B,17.790,Y,16.480,B,13.945,13.002,12.705,
1253-0393263,299.5595528,35.3095139,YM,B,0.0,0.0,0.0,0.0,17.000,Y,16.750,Y,16.190,B,14.941,14.374,14.271,
1253-0393266,299.5601489,35.3233331,YM,C,14.6,6.0,-11.7,6.0,17.520,Y,15.790,Y,14.930,B,10.259,9.072,8.604,
1253-0393269,299.5609825,35.3204203,YM,C,18.5,7.0,-19.1,5.4,16.090,Y,15.870,Y,15.940,B,14.181,13.732,13.572,
1253-0393312,299.5677583,35.3137083,YM,B,0.0,0.0,0.0,0.0,19.060,B,17.530,Y,17.280,B,15.711,15.132,14.861,
1253-0393313,299.5678333,35.3154972,YM,B,-10.0,3.0,-40.0,8.0,19.040,B,17.970,Y,17.330,B,15.926,14.990,14.878,
1253-0393273,299.5620139,35.3461000,YM,B,0.0,0.0,0.0,0.0,18.350,Y,17.600,Y,16.990,B,15.106,14.582,14.519,
1253-0393285,299.5634278,35.3427111,YM,B,8.0,2.0,8.0,7.0,16.170,Y,15.590,Y,15.240,B,13.650,13.021,12.929,
1253-0393289,299.5639389,35.3309389,YM,B,0.0,0.0,0.0,0.0,19.490,B,17.970,Y,17.090,B,14.423,13.560,13.272,
1253-0393307,299.5666417,35.3331472,YM,B,0.0,0.0,0.0,0.0,18.290,Y,17.640,Y,16.790,B,14.782,14.259,14.122,
1253-0393334,299.5711583,35.3586222,YM,B,0.0,0.0,0.0,0.0,17.730,Y,16.620,Y,15.900,B,12.923,12.108,11.760,
1253-0393347,299.5737722,35.3481083,YM,B,0.0,0.0,0.0,0.0,18.160,Y,17.470,Y,16.620,e,15.394,14.922,14.660,
1253-0393348,299.5737722,35.3384444,YM,B,0.0,0.0,0.0,0.0,17.960,Y,17.040,Y,16.220,B,13.519,12.734,12.448,
1253-0393350,299.5738972,35.3302722,YM,B,4.0,6.0,-6.0,1.0,18.760,B,17.250,Y,16.800,B,14.435,13.657,13.378,
1253-0393359,299.5754889,35.3435083,YM,B,0.0,0.0,0.0,0.0,,,17.970,Y,18.180,B,15.993,15.226,15.118,
1253-0393363,299.5758361,35.3346417,YM,Y,-11.0,9.0,-33.1,9.0,17.170,Y,17.110,Y,,,15.364,14.798,14.756,
1253-0393367,299.5762667,35.3575611,YM,B,0.0,0.0,0.0,0.0,18.830,B,17.180,Y,16.650,B,13.957,13.122,12.877,
1253-0393368,299.5763553,35.3361711,YM,C,0.4,5.4,4.0,5.4,14.860,Y,14.660,Y,14.270,B,13.027,12.765,12.668,
1253-0393396,299.5792056,35.3297500,YM,B,0.0,0.0,0.0,0.0,17.310,Y,17.090,Y,16.500,B,15.121,14.628,14.577,
1253-0393399,299.5794000,35.3543833,YM,B,0.0,0.0,0.0,0.0,18.800,B,17.590,Y,16.990,B,15.648,15.070,14.788,
1253-0393413,299.5828222,35.3379167,YM,B,0.0,0.0,0.0,0.0,19.320,B,17.970,Y,17.000,B,14.957,14.324,14.121,
1253-0393425,299.5857528,35.3496306,YM,B,0.0,0.0,0.0,0.0,19.430,B,17.970,Y,17.760,B,16.272,15.557,15.330,
1253-0393478,299.5943664,35.3402444,YM,C,8.3,5.6,-7.8,5.6,16.170,Y,15.780,Y,15.600,B,13.769,13.346,13.215,
1253-0393571,299.6106361,35.3494000,YM,B,0.0,0.0,0.0,0.0,18.070,B,17.480,Y,15.600,B,14.759,14.131,13.967,
1253-0393591,299.6145667,35.3445000,YM,B,0.0,0.0,0.0,0.0,19.010,B,17.100,Y,16.450,B,13.493,12.621,12.307,
1253-0393596,299.6156500,35.3520639,YM,B,-12.0,2.0,4.0,5.0,19.870,B,17.970,Y,17.980,B,15.163,14.284,14.192,
1253-0393618,299.6205944,35.3349694,YM,B,0.0,0.0,0.0,0.0,18.750,B,17.300,Y,16.310,B,13.304,12.396,12.074,
1253-0393620,299.6209972,35.3449889,YM,B,0.0,0.0,0.0,0.0,18.030,Y,17.420,Y,16.470,B,14.259,13.471,13.214,
1253-0393631,299.6224414,35.3416703,YM,C,3.5,5.4,-6.6,6.0,15.490,Y,15.280,Y,14.660,B,13.234,12.700,12.563,
1253-0393637,299.6235139,35.3289667,YM,B,2.0,4.0,-4.0,0.0,17.820,Y,17.020,Y,16.300,B,13.419,12.617,12.385,
1253-0393652,299.6260361,35.3284694,YM,B,0.0,0.0,0.0,0.0,18.060,Y,17.960,Y,16.950,B,15.019,14.496,14.391,
1253-0393674,299.6282000,35.3476861,YM,B,0.0,0.0,0.0,0.0,18.740,B,17.330,Y,16.520,B,13.391,12.523,12.227,
1253-0393679,299.6287806,35.3527306,YM,B,0.0,0.0,0.0,0.0,17.680,Y,17.270,Y,16.660,B,14.746,14.162,13.999,
1253-0393683,299.6293361,35.3386194,YM,B,0.0,0.0,0.0,0.0,17.870,Y,17.020,Y,16.030,B,14.573,13.817,13.557,
1253-0393684,299.6293389,35.3390278,YM,B,0.0,0.0,0.0,0.0,,,17.400,Y,15.810,e,14.894,15.311,13.887,
1253-0393688,299.6302667,35.3475639,YM,B,0.0,0.0,0.0,0.0,18.450,B,17.550,Y,16.280,B,15.118,14.500,14.217,
1253-0393695,299.6314361,35.3400583,YM,Y,-224.1,9.0,-23.5,9.0,,,17.970,Y,,,16.157,15.205,14.824,
1253-0393735,299.6394306,35.3448667,YM,B,0.0,0.0,0.0,0.0,17.870,Y,17.900,Y,17.090,B,15.304,14.891,14.496,
1253-0393751,299.6415639,35.3452111,YM,Y,-7.4,9.0,-10.0,9.0,,,17.090,Y,,,13.236,12.387,12.092,
1253-0393752,299.6417333,35.3526111,YM,B,0.0,0.0,0.0,0.0,18.660,B,17.410,Y,16.840,B,14.906,14.262,14.218,
1253-0393757,299.6429361,35.3446028,YM,Y,-12.9,9.0,-6.3,9.0,17.120,Y,17.060,Y,,,14.300,13.726,13.519,
1253-0393768,299.6459167,35.3470500,YM,B,0.0,0.0,0.0,0.0,17.930,Y,17.790,Y,17.240,B,15.271,14.756,14.493,
1253-0393424,299.5854528,35.3611028,YM,B,0.0,0.0,0.0,0.0,16.320,Y,15.940,Y,15.650,B,14.353,13.925,13.759,
1253-0393428,299.5866250,35.3606222,YM,B,0.0,0.0,0.0,0.0,17.410,Y,16.380,Y,17.140,B,15.721,15.153,14.814,
1253-0393470,299.5931667,35.3539833,YM,B,2.0,4.0,8.0,0.0,19.220,B,17.950,Y,17.510,B,15.647,14.984,14.795,
1253-0393475,299.5939556,35.3565917,YM,B,0.0,0.0,0.0,0.0,18.090,Y,17.120,Y,16.540,B,13.400,12.412,12.067,
1253-0393484,299.5951000,35.3484861,YM,B,-4.0,3.0,-14.0,3.0,17.980,Y,17.390,Y,16.790,B,15.339,14.696,14.599,
1253-0393502,299.5987083,35.3580500,YM,B,0.0,0.0,0.0,0.0,18.350,Y,17.560,Y,17.420,B,15.287,14.694,14.454,
1253-0393515,299.6007083,35.3483889,YM,B,6.0,4.0,-8.0,1.0,19.170,B,17.790,Y,16.690,B,13.817,12.916,12.664,
1251-0388472,299.3685889,35.1657583,YM,B,12.0,3.0,0.0,4.0,16.480,Y,16.190,Y,15.830,B,13.763,13.223,13.105,
1251-0388474,299.3688389,35.1581694,YM,B,-4.0,9.0,-8.0,1.0,20.140,B,17.950,Y,18.070,B,15.226,14.454,14.119,
1251-0388467,299.3679486,35.1857047,YM,C,3.1,5.4,-5.9,5.4,14.680,Y,13.930,Y,13.430,B,11.403,10.897,10.716,
1251-0388507,299.3758139,35.1811639,YM,B,0.0,0.0,0.0,0.0,19.170,B,17.190,Y,16.490,B,13.157,12.179,11.868,
1251-0388523,299.3785361,35.1708361,YM,B,-2.0,4.0,-10.0,0.0,17.930,Y,17.220,Y,16.660,B,14.694,14.019,13.871,
1251-0388533,299.3806111,35.1869167,YM,B,-10.0,4.0,-58.0,2.0,13.870,Y,13.580,Y,13.880,B,12.419,12.105,12.071,
1251-0388536,299.3812861,35.1974139,YM,B,0.0,0.0,0.0,0.0,19.390,B,17.720,Y,17.220,B,14.769,14.167,13.977,
1251-0388546,299.3833083,35.1697889,YM,B,0.0,0.0,0.0,0.0,19.480,B,17.970,Y,16.590,B,13.009,11.980,11.650,
1251-0388550,299.3839303,35.1797078,YM,C,6.9,5.4,6.6,5.4,15.020,Y,14.790,Y,14.850,B,13.426,13.152,13.103,
1251-0388603,299.3964667,35.1839833,YM,B,18.0,6.0,0.0,2.0,19.110,B,17.920,Y,16.880,B,14.544,14.003,13.711,
1252-0386656,299.3627056,35.2126167,YM,B,0.0,0.0,0.0,0.0,19.150,B,17.650,Y,17.880,e,13.202,12.122,11.788,
1252-0386675,299.3662531,35.2012081,YM,C,-0.2,5.4,-0.4,5.4,14.540,Y,14.050,Y,14.100,B,12.232,11.824,11.842,
1251-0388644,299.4074017,35.1946333,YM,C,-8.0,5.4,2.7,5.6,17.470,Y,16.360,Y,14.330,B,12.262,11.440,11.179,
1251-0388652,299.4087250,35.1943139,YM,B,0.0,0.0,0.0,0.0,18.130,Y,17.410,Y,16.750,B,15.044,14.439,14.282,
1252-0386768,299.3819111,35.2029972,YM,B,0.0,0.0,0.0,0.0,18.180,Y,17.940,Y,16.230,B,13.569,12.647,12.339,
1252-0386778,299.3839611,35.2005028,YM,B,2.0,1.0,14.0,3.0,19.560,B,16.620,Y,17.170,B,15.089,14.323,14.131,
1252-0386800,299.3872917,35.2105444,YM,B,4.0,0.0,0.0,0.0,16.750,Y,17.410,Y,15.980,B,13.176,12.259,11.981,
1252-0386802,299.3876944,35.2064528,YM,Y,19.7,9.0,-6.9,9.0,,,13.450,Y,,,11.849,11.381,11.278,
