0.000000	1.000000
0.050000	1.502295
0.100000	2.003347
0.150000	2.501910
0.200000	2.996743
0.250000	3.486618
0.300000	3.970315
0.350000	4.446632
0.400000	4.914385
0.450000	5.372410
0.500000	5.819571
0.550000	6.254754
0.600000	6.676879
0.650000	7.084898
0.700000	7.477797
0.750000	7.854600
0.800000	8.214372
0.850000	8.556220
0.900000	8.879297
0.950000	9.182801
1.000000	9.465981
1.050000	9.728135
1.100000	9.968614
1.150000	10.186825
1.200000	10.382227
1.250000	10.554341
1.300000	10.702741
1.350000	10.827064
1.400000	10.927005
1.450000	11.002323
1.500000	11.052834
1.550000	11.078420
1.600000	11.079023
1.650000	11.054649
1.700000	11.005365
1.750000	10.931302
1.800000	10.832651
1.850000	10.709665
1.900000	10.562660
1.950000	10.392009
2.000000	10.198145
2.050000	9.981561
2.100000	9.742804
2.150000	9.482479
2.200000	9.201242
2.250000	8.899804
2.300000	8.578926
2.350000	8.239415
2.400000	7.882129
2.450000	7.507966
2.500000	7.117870
2.550000	6.712822
2.600000	6.293842
2.650000	5.861984
2.700000	5.418336
2.750000	4.964012
2.800000	4.500155
2.850000	4.027933
2.900000	3.548533
2.950000	3.063160
3.000000	2.573034
3.050000	2.079389
3.100000	1.583465
3.150000	1.086508
3.200000	0.589769
3.250000	0.094497
3.300000	-0.398064
3.350000	-0.886674
3.400000	-1.370106
3.450000	-1.847143
3.500000	-2.316586
3.550000	-2.777254
3.600000	-3.227987
3.650000	-3.667652
3.700000	-4.095143
3.750000	-4.509383
3.800000	-4.909329
3.850000	-5.293975
3.900000	-5.662351
3.950000	-6.013528
4.000000	-6.346622
4.050000	-6.660792
4.100000	-6.955246
4.150000	-7.229239
4.200000	-7.482080
4.250000	-7.713127
4.300000	-7.921797
4.350000	-8.107560
4.400000	-8.269944
4.450000	-8.408535
4.500000	-8.522978
4.550000	-8.612981
4.600000	-8.678310
4.650000	-8.718794
4.700000	-8.734324
4.750000	-8.724853
4.800000	-8.690397
4.850000	-8.631034
4.900000	-8.546905
4.950000	-8.438211
5.000000	-8.305217
5.050000	-8.148247
5.100000	-7.967685
5.150000	-7.763975
5.200000	-7.537616
5.250000	-7.289168
5.300000	-7.019243
5.350000	-6.728508
5.400000	-6.417680
5.450000	-6.087530
5.500000	-5.738873
5.550000	-5.372572
5.600000	-4.989537
5.650000	-4.590714
5.700000	-4.177093
5.750000	-3.749700
5.800000	-3.309594
5.850000	-2.857867
5.900000	-2.395640
5.950000	-1.924060
6.000000	-1.444296
6.050000	-0.957540
6.100000	-0.465000
6.150000	0.032102
6.200000	0.532531
6.250000	1.035046
6.300000	1.538398
6.350000	2.041339
6.400000	2.542620
6.450000	3.040996
6.500000	3.535231
6.550000	4.024097
6.600000	4.506382
6.650000	4.980888
6.700000	5.446440
6.750000	5.901880
6.800000	6.346081
6.850000	6.777940
6.900000	7.196388
6.950000	7.600386
7.000000	7.988934
7.050000	8.361069
7.100000	8.715871
7.150000	9.052461
7.200000	9.370008
7.250000	9.667726
7.300000	9.944880
7.350000	10.200787
7.400000	10.434816
7.450000	10.646390
7.500000	10.834991
7.550000	11.000156
7.600000	11.141481
7.650000	11.258623
7.700000	11.351297
7.750000	11.419281
7.800000	11.462414
7.850000	11.480599
7.900000	11.473798
7.950000	11.442038
8.000000	11.385407
8.050000	11.304057
8.100000	11.198201
8.150000	11.068111
8.200000	10.914123
8.250000	10.736632
8.300000	10.536089
8.350000	10.313006
8.400000	10.067951
8.450000	9.801544
8.500000	9.514462
8.550000	9.207431
8.600000	8.881229
8.650000	8.536680
8.700000	8.174655
8.750000	7.796070
8.800000	7.401879
8.850000	6.993078
8.900000	6.570699
8.950000	6.135806
9.000000	5.689497
9.050000	5.232897
9.100000	4.767157
9.150000	4.293451
9.200000	3.812973
9.250000	3.326934
9.300000	2.836558
9.350000	2.343082
9.400000	1.847748
9.450000	1.351806
9.500000	0.856503
9.550000	0.363089
9.600000	-0.127193
9.650000	-0.613108
9.700000	-1.093431
9.750000	-1.566951
9.800000	-2.032475
9.850000	-2.488828
9.900000	-2.934861
9.950000	-3.369447
10.000000	-3.791490
10.050000	-4.199925
10.100000	-4.593721
10.150000	-4.971883
10.200000	-5.333456
10.250000	-5.677525
10.300000	-6.003220
10.350000	-6.309716
10.400000	-6.596237
10.450000	-6.862056
10.500000	-7.106499
10.550000	-7.328943
10.600000	-7.528822
10.650000	-7.705626
10.700000	-7.858902
10.750000	-7.988256
10.800000	-8.093355
10.850000	-8.173925
10.900000	-8.229754
10.950000	-8.260691
11.000000	-8.266649
11.050000	-8.247601
11.100000	-8.203585
11.150000	-8.134699
11.200000	-8.041105
11.250000	-7.923025
11.300000	-7.780745
11.350000	-7.614608
11.400000	-7.425018
11.450000	-7.212439
11.500000	-6.977391
11.550000	-6.720450
11.600000	-6.442248
